,Name,Party,GE,Constituency,Margin,election_type,election_year
2052,TEO Chong Tee,People's Action Party,GE 1984,Changi,65.7%,GE,1984
2053,TEO Chong Tee,People's Action Party,GE 1988,Changi,59.4%,GE,1988
2054,TEO Chong Tee,People's Action Party,GE 1991,Changi,53.0%,GE,1991
2055,TEO Ho Pini,People's Action Party,GE 1997,Sembawang GRC,Uncontested,GE,1997
2056,TEO Ho Pini,People's Action Party,GE 2001,Holland-Bt Panjang GRC,Uncontested,GE,2001
2057,TEO Ho Pini,People's Action Party,GE 2006,Bukit Panjang,77.2%,GE,2006
2058,TEO Ho Pini,People's Action Party,GE 2011,Bukit Panjang,66.3%,GE,2011
2059,TEO Ho Pini,People's Action Party,GE 2015,Bukit Panjang,68.4%,GE,2015
2060,TEO Hock Guan,People's Action Party,GE 1959,Changi,35.1%,GE,1959
2061,TEO Hock Guan,Barisan Sosialis,GE 1963,Stamford,34.3%,GE,1963
2062,TEO Hup Teck,People's Action Party,GE 1963,Jalan Kayu,30.7%,GE,1963
2063,TEO Hup Teck,People's Action Party,BE 1967,Jalan Kayu,Uncontested,BE,1967
2064,TEO Koh Bee,Liberal Socialist Party,CC 1957,Geylang West,20.9%,CC,1957
2065,TEO Kim Hoe,United People's Front,GE 1976,Tiong Bahru,16.9%,GE,1976
2066,TEO Kim Hoe,United People's Front,GE 1984,Chua Chu Kang,0.8%,GE,1984
2067,"TEO Kway Huang, Sebastian",Singapore Democratic Alliance,GE 2001,Tampines GRC,26.7%,GE,2001
2068,"TEO Kway Huang, Sebastian",Singapore Democratic Alliance,GE 2006,Jalan Besar GRC,30.7%,GE,2006
2069,"TEO Kway Huang, Sebastian",National Solidarity Party,GE 2011,Chua Chu Kang GRC,38.8%,GE,2011
2070,"TEO Kway Huang, Sebastian",National Solidarity Party,GE 2015,Tampines GRC,27.9%,GE,2015
2071,TEO Seng Bee,Malayan Chinese Association,GE 1955,Tiong Bahru,25.6%,GE,1955
2072,TEO Ser Luck,People's Action Party,GE 2006,Pasir Ris-Punggol GRC,68.7%,GE,2006
2073,TEO Ser Luck,People's Action Party,GE 2011,Pasir Ris-Punggol GRC,64.8%,GE,2011
2074,TEO Ser Luck,People's Action Party,GE 2015,Pasir Ris-Punggol GRC,72.9%,GE,2015
2075,TEO Soh Lung,Singapore Democratic Party,GE 2011,Yuhua,33.1%,GE,2011
2076,"TEO-YONG Li Min, Josephine",People's Action Party,GE 2006,Bishan-Toa Payoh GRC,Uncontested,GE,2006
2077,"TEO-YONG Li Min, Josephine",People's Action Party,GE 2011,Bishan-Toa Payoh GRC,56.9%,GE,2011
2078,"TEO-YONG Li Min, Josephine",People's Action Party,GE 2015,Bishan-Toa Payoh GRC,73.6%,GE,2015
2079,TEONG Eng Siong,People's Action Party,GE 1963,Sembawang,42.2%,GE,1963
2080,TEONG Eng Siong,People's Action Party,GE 1968,Sembawang,Uncontested,GE,1968
2081,TEONG Eng Siong,People's Action Party,GE 1972,Sembawang,77.4%,GE,1972
2082,TEONG Eng Siong,People's Action Party,GE 1976,Sembawang,83.6%,GE,1976
2083,THARMAN Shanmugaratnam,People's Action Party,GE 2001,Jurong GRC,79.8%,GE,2001
2084,THARMAN Shanmugaratnam,People's Action Party,GE 2006,Jurong GRC,Uncontested,GE,2006
2085,THARMAN Shanmugaratnam,People's Action Party,GE 2011,Jurong GRC,67.0%,GE,2011
2086,THARMAN Shanmugaratnam,People's Action Party,GE 2015,Jurong GRC,79.3%,GE,2015
2087,THENG Chin Eng,"Justice Party, Singapore",GE 1988,Marine Parade GRC,26.2%,GE,1988
2088,THENG Chin Eng,"Justice Party, Singapore",GE 1991,Marine Parade GRC,22.8%,GE,1991
2089,THENG Chin Eng,Singapore Justice Party,BE 1992,Marine Parade GRC,1.1%,BE,1992
2090,"THEVAR, John SanthirasekaranP. M.",United People's Front,GE 1976,Sembawang,16.4%,GE,1976
2091,"THEVAR, John SanthirasekaranP. M.",United People's Front,GE 1980,Anson,15.9%,GE,1980
2092,THIO Chan Bee,Progressive Party,GE 1951,Balestier,58.3%,GE,1951
2093,THIO Chan Bee,Progressive Party,GE 1955,Whampoa,39.7%,GE,1955
2094,THIO Chan Bee,Singapore People's Alliance,GE 1959,Tanglin,34.4%,GE,1959
2095,THIO Chan Bee,Singapore Alliance,GE 1963,Tanglin,20.1%,GE,1963
2096,THIO Kheng Lock,Barisan Sosialis,GE 1963,Aljunied,30.4%,GE,1963
2097,"THOMAS, Francis",Labour Front,GE 1959,Thomson,28.3%,GE,1959
2098,"THOMAS, Konnolil C.",Singapore People's Alliance,GE 1959,Rochore,19.9%,GE,1959
2099,THUAN Paik Phok,United People's Party,GE 1963,Bukit Panjang,5.0%,GE,1963
2100,TIN Pei Ling,People's Action Party,GE 2011,Marine Parade GRC,56.6%,GE,2011
2101,TIN Pei Ling,People's Action Party,GE 2015,MacPherson,65.6%,GE,2015
2102,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1959,Rochore,71.8%,GE,1959
2103,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1963,Rochore,45.6%,GE,1963
2104,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1968,Rochore,Uncontested,GE,1968
2105,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1972,Rochore,60.4%,GE,1972
2106,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1976,Rochore,65.5%,GE,1976
2107,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1980,Rochore,Uncontested,GE,1980
2108,TOH Chin Chye[10 Dec 1921 - 3 Feb 2012],People's Action Party,GE 1984,Rochore,Uncontested,GE,1984
2109,TOH Hong Boon,Workers' Party,GE 2011,Moulmein-Kallang GRC,41.4%,GE,2011
2110,TOH Keng Thong (Terence),Workers' Party,GE 1988,Jalan Besar GRC,37.3%,GE,1988
2111,TOH Kim Kiat,Singapore Democratic Party,GE 1988,Yuhua,37.0%,GE,1988
2112,TOH Kim Kiat,Singapore Democratic Party,GE 1991,Yuhua,43.8%,GE,1991
2113,TOH See Kiat,People's Action Party,GE 1997,Aljunied GRC,67.0%,GE,1997
2114,TOH Seng Sit,Democratic Party,GE 1955,Ulu Bedok,32.0%,GE,1955
2115,"TOK Kim Yam, Alec",Singapore Democratic Party,GE 2011,Bukit Panjang,33.7%,GE,2011
2116,"TONG Chun Fai, Edwin Charles",People's Action Party,GE 2011,Moulmein-Kallang GRC,58.6%,GE,2011
2117,"TONG Chun Fai, Edwin Charles",People's Action Party,GE 2015,Marine Parade GRC,64.1%,GE,2015
2118,TONG Meng Chye (Robin),Singapore Democratic Alliance,GE 2001,Bukit Timah,17.7%,GE,2001
2119,"TONG Tzee Kwang, Perry",Workers' Party,GE 2006,East Coast GRC,36.1%,GE,2006
2120,"TUNG Tao Chang, Shums (Shamsuddin)",Singapore Alliance,GE 1963,Bukit Merah,6.4%,GE,1963
2121,"TUNG Tao Chang, Shums (Shamsuddin)",United Front,GE 1976,Brickworks,26.0%,GE,1976
2122,UMAR bin Abdul Hamid,People's Action Party,GE 1991,Ang Mo Kio GRC,Uncontested,GE,1991
2123,UN Hon Kun,Barisan Sosialis,GE 1963,Geylang West,39.3%,GE,1963
2124,"UNNITHAN, C. T. B.",Independent,GE 1955,Farrer Park,1.3%,GE,1955
2125,VANGADASLAM Jayaram,Malayan Indian Congress,GE 1959,Sembawang,19.8%,GE,1959
2126,VASOO Sushilan,People's Action Party,GE 1984,Bo Wen,74.7%,GE,1984
2127,VASOO Sushilan,People's Action Party,GE 1988,Tiong Bahru GRC,57.8%,GE,1988
2128,VASOO Sushilan,People's Action Party,GE 1991,Tanjong Pagar GRC,Uncontested,GE,1991
2129,VASOO Sushilan,People's Action Party,GE 1997,Tanjong Pagar GRC,Uncontested,GE,1997
2130,VETRIVELU Rengaswamy,Liberal Socialist Party,CC 1957,Farrer Park,25.5%,CC,1957
2131,VETRIVELU Rengaswamy,Independent,GE 1968,Tanjong Pagar,5.7%,GE,1968
2132,VETRIVELU Rengaswamy,United National Front,BE 1970,Ulu Pandan,24.5%,BE,1970
2133,VETRIVELU Rengaswamy,United National Front,GE 1972,Bukit Batok,26.2%,GE,1972
2134,VIGNESWARI V. Ramachandran,Reform Party,GE 2011,Ang Mo Kio GRC,30.7%,GE,2011
2135,VIVIAN Balakrishnan,People's Action Party,GE 2001,Holland-Bt Panjang GRC,Uncontested,GE,2001
2136,VIVIAN Balakrishnan,People's Action Party,GE 2006,Holland-Bukit Timah GRC,Uncontested,GE,2006
2137,VIVIAN Balakrishnan,People's Action Party,GE 2011,Holland-Bukit Timah GRC,60.1%,GE,2011
2138,VIVIAN Balakrishnan,People's Action Party,GE 2015,Holland-Bukit Timah GRC,66.6%,GE,2015
2139,"VYTHALINGAM, V.",United People's Party,GE 1963,Anson,3.6%,GE,1963
2140,WAN HUSSIN bin Zoohri,People's Action Party,GE 1980,Kampong Ubi,73.9%,GE,1980
2141,WAN HUSSIN bin Zoohri,People's Action Party,GE 1984,Kampong Ubi,63.7%,GE,1984
2142,WAN HUSSIN bin Zoohri,People's Action Party,GE 1988,Aljunied GRC,56.3%,GE,1988
2143,WAN Soon Bee,People's Action Party,GE 1980,West Coast,84.4%,GE,1980
2144,WAN Soon Bee,People's Action Party,GE 1984,West Coast,75.7%,GE,1984
2145,WAN Soon Bee,People's Action Party,GE 1988,Pasir Panjang GRC,61.6%,GE,1988
2146,WAN Soon Bee,People's Action Party,GE 1991,Brickworks GRC,Uncontested,GE,1991
2147,WAN Soon Bee,People's Action Party,GE 1997,West Coast GRC,70.1%,GE,1997
2148,WANG Chung Kwang,Independent,GE 1963,Telok Ayer,3.1%,GE,1963
2149,WANG Kai Yuen,People's Action Party,GE 1984,Bukit Timah,Uncontested,GE,1984
2150,WANG Kai Yuen,People's Action Party,GE 1988,Bukit Timah,Uncontested,GE,1988
2151,WANG Kai Yuen,People's Action Party,GE 1991,Bukit Timah,72.6%,GE,1991
2152,WANG Kai Yuen,People's Action Party,GE 1997,Bukit Timah GRC,Uncontested,GE,1997
2153,WANG Kai Yuen,People's Action Party,GE 2001,Bukit Timah,59.7%,GE,2001
2154,WANG Tsun Hao (Bernard),Workers' Party,CC 1957,Telok Ayer,55.6%,CC,1957
2155,WANJOR bin Abubakar,Pan-Malayan Islamic Party,GE 1959,Siglap,1.8%,GE,1959
2156,WEE Han Kim,Workers' Party,GE 1988,Pasir Panjang GRC,38.4%,GE,1988
2157,WEE Han Kim,Workers' Party,GE 1991,Eunos GRC,47.6%,GE,1991
2158,WEE Kia Eng,United People's Party,GE 1963,Farrer Park,4.3%,GE,1963
2159,WEE Kia Eng,Workers' Party,GE 1972,Bukit Ho Swee,11.9%,GE,1972
2160,WEE Kim Hock,Citizens' Party,GE 1959,Telok Blangah,10.7%,GE,1959
2161,"WEE Lai Seng, Johnny",United Front,BE 1979,Anson,13.8%,BE,1979
2162,"WEE Lai Seng, Johnny",United Front,GE 1980,Tanjong Pagar,4.4%,GE,1980
2163,"WEE Sian Beng, Eric",Progressive Party,GE 1955,Farrer Park,26.6%,GE,1955
2164,"WEE Sian Beng, Eric",Singapore People's Alliance,GE 1959,Serangoon Gardens,35.2%,GE,1959
2165,WEE Siew Kim,People's Action Party,GE 2001,Ang Mo Kio GRC,Uncontested,GE,2001
2166,WEE Siew Kim,People's Action Party,GE 2006,Ang Mo Kio GRC,66.1%,GE,2006
2167,WEE Soo Bee,Liberal Socialist Party,GE 1959,Mountbatten,6.2%,GE,1959
2168,WEE Swee Hong,Liberal Socialist Party,CC 1957,Aljunied,46.7%,CC,1957
2169,WEE Tin Teck,Liberal Socialist Party,GE 1959,Changi,10.3%,GE,1959
2170,WEE Toon Boon,People's Action Party,CC 1957,Kampong Kapor,51.8%,CC,1957
2171,WEE Toon Boon,People's Action Party,GE 1959,Sepoy Lines,58.4%,GE,1959
2172,WEE Toon Boon,People's Action Party,GE 1963,Sepoy Lines,52.2%,GE,1963
2173,WEE Toon Boon,People's Action Party,GE 1968,Sepoy Lines,Uncontested,GE,1968
2174,WEE Toon Boon,People's Action Party,GE 1972,Sepoy Lines,81.3%,GE,1972
2175,WEE Toon Lip,Barisan Sosialis,GE 1963,Delta,40.1%,GE,1963
2176,WEERAPPULLI K. W. B.,United Front,GE 1976,Siglap,21.8%,GE,1976
2177,"WIJEYSINGHA, Vincent Rene",Singapore Democratic Party,GE 2011,Holland-Bukit Timah GRC,39.9%,GE,2011
2178,"WILLIAMS, Peter Massillamany",Labour Party,GE 1951,Balestier,22.2%,GE,1951
2179,"WILLIAMS, Peter Massillamany",Labour Party,CC 1952,South,17.5%,CC,1952
2180,"WILLIAMS, Philip Rajanayam",Labour Party,CC 1951,Rochore,63.7%,CC,1951
2181,WONG Chee Lim,Independent,GE 1959,Stamford,1.2%,GE,1959
2182,WONG Chee Wai (Gregory),Singaporeans First,GE 2015,Jurong GRC,20.7%,GE,2015
2183,WONG Chin Sen,Singapore Alliance,GE 1963,Bras Basah,3.2%,GE,1963
2184,WONG Chun Choi,People's Action Party,GE 1963,Havelock,29.0%,GE,1963
2185,WONG Chung Kit,United People's Party,GE 1963,River Valley,4.6%,GE,1963
2186,WONG Chung Kit,People's Front,GE 1972,Thomson,27.4%,GE,1972
2187,WONG Chung Kit,United Front,GE 1976,Thomson,25.9%,GE,1976
2188,WONG Foo Nam,Malayan Chinese Association,GE 1955,Pasir Panjang,45.2%,GE,1955
2189,WONG Foo Nam,Malayan Chinese Association,GE 1959,Mountbatten,21.2%,GE,1959
2190,WONG Hong Toy,Workers' Party,GE 1963,Crawford,0.8%,GE,1963
2191,WONG Hong Toy,Workers' Party,GE 1968,Nee Soon,8.7%,GE,1968
2192,WONG Hong Toy,Workers' Party,GE 1972,Delta,16.9%,GE,1972
2193,WONG Hong Toy,Workers' Party,GE 1976,Paya Lebar,32.5%,GE,1976
2194,WONG Hong Toy,Workers' Party,GE 1980,Radin Mas,35.9%,GE,1980
2195,WONG Hong Toy,Workers' Party,GE 1984,Radin Mas,46.0%,GE,1984
2196,WONG Hong Toy,Singapore Democratic Party,GE 1997,Aljunied GRC,33.0%,GE,1997
2197,WONG Hong Toy,Singapore Democratic Party,GE 2001,Hong Kah GRC,20.3%,GE,2001
2198,WONG Kan Seng,People's Action Party,GE 1984,Kuo Chuan,64.6%,GE,1984
2199,WONG Kan Seng,People's Action Party,GE 1988,Toa Payoh GRC,Uncontested,GE,1988
2200,WONG Kan Seng,People's Action Party,GE 1991,Thomson GRC,Uncontested,GE,1991
2201,WONG Kan Seng,People's Action Party,GE 1997,Bishan-Toa Payoh GRC,Uncontested,GE,1997
2202,WONG Kan Seng,People's Action Party,GE 2001,Bishan-Toa Payoh GRC,Uncontested,GE,2001
2203,WONG Kan Seng,People's Action Party,GE 2006,Bishan-Toa Payoh GRC,Uncontested,GE,2006
2204,WONG Kan Seng,People's Action Party,GE 2011,Bishan-Toa Payoh GRC,56.9%,GE,2011
2205,WONG Kong Hoa,People's Front,GE 1972,Hong Lim,26.2%,GE,1972
2206,WONG Kui Yu,Independent,GE 1963,Delta,2.7%,GE,1963
2207,WONG Kui Yu,Workers' Party,GE 1972,Alexandra,16.3%,GE,1972
2208,WONG Kui Yu,United Front,GE 1976,Bukit Merah,23.6%,GE,1976
2209,WONG Kwei Cheong,People's Action Party,GE 1980,Cairnhill,71.8%,GE,1980
2210,WONG Kwei Cheong,People's Action Party,GE 1984,Cairnhill,Uncontested,GE,1984
2211,WONG Kwei Cheong,People's Action Party,GE 1988,Cairnhill,64.0%,GE,1988
2212,WONG Kwei Cheong,People's Action Party,GE 1991,Kampong Glam GRC,Uncontested,GE,1991
2213,"WONG-KAN Lai Chung, Aline",People's Action Party,GE 1984,Changkat,58.6%,GE,1984
2214,"WONG-KAN Lai Chung, Aline",People's Action Party,GE 1988,Tampines GRC,61.0%,GE,1988
2215,"WONG-KAN Lai Chung, Aline",People's Action Party,GE 1991,Tampines GRC,59.5%,GE,1991
2216,"WONG-KAN Lai Chung, Aline",People's Action Party,GE 1997,Tampines GRC,Uncontested,GE,1997
2217,WONG Lin Ken,People's Action Party,GE 1968,Alexandra,Uncontested,GE,1968
2218,WONG Lin Ken,People's Action Party,GE 1972,Alexandra,Uncontested,GE,1972
2219,WONG Peng Tuck,Liberal Socialist Party,CC 1957,River Valley,48.0%,CC,1957
2220,WONG Sau Sheung,Labour Front,GE 1955,Changi,25.7%,GE,1955
2221,WONG Shian Yein,Democratic Party,GE 1955,Kampong Kapor,18.0%,GE,1955
2222,"WONG Shyun Tsai, Lawrence",People's Action Party,GE 2011,West Coast GRC,66.6%,GE,2011
2223,"WONG Shyun Tsai, Lawrence",People's Action Party,GE 2015,Marsiling-Yew Tee GRC,68.7%,GE,2015
2224,WONG Soon Fong,People's Action Party,CC 1957,Toa Payoh,62.9%,CC,1957
2225,WONG Soon Fong,People's Action Party,GE 1959,Toa Payoh,77.7%,GE,1959
2226,WONG Soon Fong,Barisan Sosialis,GE 1963,Toa Payoh,48.2%,GE,1963
2227,WONG Soon Hong,Singaporeans First,GE 2015,Jurong GRC,20.7%,GE,2015
2228,WONG Souk Yee,Singapore Democratic Party,GE 2015,Marsiling-Yew Tee GRC,31.3%,GE,2015
2229,WONG Swee Kee,Independent,GE 1959,Anson,1.4%,GE,1959
2230,WONG Tuck Leong,Singapore People's Alliance,GE 1959,Jurong,20.8%,GE,1959
2231,WONG Tuck Leong,Singapore Alliance,GE 1963,Jurong,5.2%,GE,1963
2232,WONG Way Weng (Sunny),Singapore Democratic Alliance,GE 2015,Pasir Ris-Punggol GRC,27.1%,GE,2015
2233,WONG Wee Nam,National Solidarity Party,GE 1997,Hong Kah GRC,31.0%,GE,1997
2234,WONG Wen Nam,People's Front,GE 1972,Henderson,25.6%,GE,1972
2235,WONG Yew Hon,Singapore People's Alliance,GE 1959,Jalan Besar,21.2%,GE,1959
2236,WOO Kong Seng,United People's Party,GE 1963,Aljunied,7.7%,GE,1963
2237,WU Kher,Workers' Party,GE 1972,Crawford,18.8%,GE,1972
2238,WU Kher,Workers' Party,GE 1976,River Valley,18.2%,GE,1976
2239,WU Moh Chye,Singapore Alliance,GE 1963,Upper Serangoon,3.3%,GE,1963
2240,WU Shiaw,Independent,GE 1959,Kampong Glam,2.5%,GE,1959
2241,YAACOB bin Ibrahim,People's Action Party,GE 1997,Jalan Besar GRC,67.6%,GE,1997
2242,YAACOB bin Ibrahim,People's Action Party,GE 2001,Jalan Besar GRC,74.5%,GE,2001
2243,YAACOB bin Ibrahim,People's Action Party,GE 2006,Jalan Besar GRC,69.3%,GE,2006
2244,YAACOB bin Ibrahim,People's Action Party,GE 2011,Moulmein-Kallang GRC,58.6%,GE,2011
2245,YAACOB bin Ibrahim,People's Action Party,GE 2015,Jalan Besar GRC,67.7%,GE,2015
2246,YA'ACOB bin Mohamed[25 Jan 1925 - 11 Oct 1989],People's Action Party,GE 1959,Bukit Timah,61.1%,GE,1959
2247,YA'ACOB bin Mohamed[25 Jan 1925 - 11 Oct 1989],People's Action Party,GE 1963,Southern Islands,55.4%,GE,1963
2248,YA'ACOB bin Mohamed[25 Jan 1925 - 11 Oct 1989],People's Action Party,GE 1968,Kampong Ubi,81.9%,GE,1968
2249,YA'ACOB bin Mohamed[25 Jan 1925 - 11 Oct 1989],People's Action Party,GE 1972,Kampong Ubi,56.9%,GE,1972
2250,YA'ACOB bin Mohamed[25 Jan 1925 - 11 Oct 1989],People's Action Party,GE 1976,Kampong Ubi,68.5%,GE,1976
2251,YADZETH bin Hairis,National Solidarity Party,GE 1997,Hong Kah GRC,31.0%,GE,1997
2252,YADZETH bin Hairis,National Solidarity Party,GE 2015,Sembawang GRC,27.7%,GE,2015
2253,YAHIYA bin Haji Mohamed Ghouse,Pan-Malayan Islamic Party,GE 1959,Kampong Kembangan,2.8%,GE,1959
2254,YAHIYA bin Haji Mohamed Ghouse,United National Front,GE 1972,Siglap,4.0%,GE,1972
2255,YAHYA bin Mohammad Noor,Independent,GE 1963,Changi,0.8%,GE,1963
2256,YAM Poh Nam (John),Workers' Party,GE 2011,Nee Soon GRC,41.6%,GE,2011
2257,"YAM Ziming, Alex",People's Action Party,GE 2011,Chua Chu Kang GRC,61.2%,GE,2011
2258,"YAM Ziming, Alex",People's Action Party,GE 2015,Marsiling-Yew Tee GRC,68.7%,GE,2015
2259,"YAO Chih, Matthias",People's Action Party,GE 1991,Marine Parade GRC,77.2%,GE,1991
2260,"YAO Chih, Matthias",People's Action Party,BE 1992,Marine Parade GRC,72.9%,BE,1992
2261,"YAO Chih, Matthias",People's Action Party,GE 1997,MacPherson,65.1%,GE,1997
2262,"YAO Chih, Matthias",People's Action Party,GE 2001,MacPherson,83.7%,GE,2001
2263,"YAO Chih, Matthias",People's Action Party,GE 2006,MacPherson,68.5%,GE,2006
2264,YAP Chin Choon,Singapore People's Alliance,GE 1959,Thomson,17.0%,GE,1959
2265,YAP Chin Poh,Labour Party,MC 1950,West,19.0%,MC,1950
2266,YAP Chin Poh,Singapore People's Alliance,GE 1959,Nee Soon,19.2%,GE,1959
2267,YAP Fatt Shing,United National Front,GE 1972,Nee Soon,26.7%,GE,1972
2268,"YAP Giau Cheng, Eugene",People's Action Party,BE 1979,Mountbatten,79.9%,BE,1979
2269,"YAP Giau Cheng, Eugene",People's Action Party,GE 1980,Mountbatten,Uncontested,GE,1980
2270,"YAP Giau Cheng, Eugene",People's Action Party,GE 1984,Mountbatten,81.3%,GE,1984
2271,"YAP Giau Cheng, Eugene",People's Action Party,GE 1988,Mountbatten,78.2%,GE,1988
2272,"YAP Giau Cheng, Eugene",People's Action Party,GE 1991,Mountbatten,78.0%,GE,1991
2273,"YAP Giau Cheng, Eugene",People's Action Party,GE 1997,Marine Parade GRC,Uncontested,GE,1997
2274,YAP Jin Yau,Singapore People's Alliance,GE 1959,Moulmein,43.2%,GE,1959
2275,YAP Pheng Geck,Singapore Alliance,GE 1963,River Valley,11.7%,GE,1963
2276,YAP Tean Hock,Labour Front,CC 1957,Telok Ayer,14.8%,CC,1957
2277,YATIMAN bin Yusof,People's Action Party,GE 1984,Kampong Kembangan,55.7%,GE,1984
2278,YATIMAN bin Yusof,People's Action Party,GE 1988,Tampines GRC,61.0%,GE,1988
2279,YATIMAN bin Yusof,People's Action Party,GE 1991,Tampines GRC,59.5%,GE,1991
2280,YATIMAN bin Yusof,People's Action Party,GE 1997,Tampines GRC,Uncontested,GE,1997
2281,YATIMAN bin Yusof,People's Action Party,GE 2001,Tampines GRC,73.3%,GE,2001
2282,YAW Shin Leong,Workers' Party,GE 2006,Ang Mo Kio GRC,33.9%,GE,2006
2283,YAW Shin Leong,Workers' Party,GE 2011,Hougang,64.8%,GE,2011
2284,YEE Chia Hsing,People's Action Party,GE 2015,Chua Chu Kang GRC,76.9%,GE,2015
2285,YEE Jenn Jong,Workers' Party,GE 2011,Joo Chiat,49.0%,GE,2011
2286,YEE Jenn Jong,Workers' Party,GE 2015,Marine Parade GRC,35.9%,GE,2015
2287,YEN Jen San,Citizens' Party,GE 1959,Kampong Kapor,3.0%,GE,1959
2288,YEN Kim Khooi,Independent,GE 1991,Mountbatten,22.0%,GE,1991
2289,YEN Kim Khooi,Singapore Justice Party,BE 1992,Marine Parade GRC,1.1%,BE,1992
2290,YEN Kim Khooi,Singapore Democratic Alliance,GE 2006,Pasir Ris-Punggol GRC,31.3%,GE,2006
2291,"YEO Boon Keng, Vincent",Singapore Democratic Party,GE 2001,Jurong GRC,20.2%,GE,2001
2292,"YEO Boon Keng, Vincent",Singapore Democratic Alliance,GE 2006,Jalan Besar GRC,30.7%,GE,2006
2293,YEO Cheow Tong,People's Action Party,GE 1984,Hong Kah,Uncontested,GE,1984
2294,YEO Cheow Tong,People's Action Party,GE 1988,Hong Kah GRC,Uncontested,GE,1988
2295,YEO Cheow Tong,People's Action Party,GE 1991,Hong Kah GRC,Uncontested,GE,1991
2296,YEO Cheow Tong,People's Action Party,GE 1997,Hong Kah GRC,69.0%,GE,1997
2297,YEO Cheow Tong,People's Action Party,GE 2001,Hong Kah GRC,79.7%,GE,2001
2298,YEO Cheow Tong,People's Action Party,GE 2006,Hong Kah GRC,Uncontested,GE,2006
2299,YEO Choo Kok,People's Action Party,BE 1970,Delta,Uncontested,BE,1970
2300,YEO Choo Kok,People's Action Party,GE 1972,Delta,70.7%,GE,1972
2301,YEO Choo Kok,People's Action Party,GE 1976,Delta,76.4%,GE,1976
2302,YEO Choo Kok,People's Action Party,GE 1980,Delta,Uncontested,GE,1980
2303,YEO Choo Kok,People's Action Party,GE 1984,Delta,58.7%,GE,1984
2304,YEO Guat Kwang,People's Action Party,GE 1997,Cheng San GRC,54.8%,GE,1997
2305,YEO Guat Kwang,People's Action Party,GE 2001,Aljunied GRC,Uncontested,GE,2001
2306,YEO Guat Kwang,People's Action Party,GE 2006,Aljunied GRC,56.1%,GE,2006
2307,YEO Guat Kwang,People's Action Party,GE 2011,Ang Mo Kio GRC,69.3%,GE,2011
2308,YEO Guat Kwang,People's Action Party,GE 2015,Aljunied GRC,49.0%,GE,2015
2309,YEO Keng Wee,United People's Party,GE 1963,Paya Lebar,6.7%,GE,1963
2310,"YEO Khirn Hai, Alvin",People's Action Party,GE 2006,Hong Kah GRC,Uncontested,GE,2006
2311,"YEO Khirn Hai, Alvin",People's Action Party,GE 2011,Chua Chu Kang GRC,61.2%,GE,2011
2312,YEO Ning Hong,People's Action Party,GE 1980,Kim Seng,80.6%,GE,1980
2313,YEO Ning Hong,People's Action Party,GE 1984,Kim Seng,Uncontested,GE,1984
2314,YEO Ning Hong,People's Action Party,GE 1988,Kim Seng,66.9%,GE,1988
2315,YEO Ning Hong,People's Action Party,GE 1991,Kampong Glam GRC,Uncontested,GE,1991
2316,YEO Ren Yuan (Eugene),National Solidarity Party,GE 2015,Sembawang GRC,27.7%,GE,2015
2317,YEO Teo Bok,Singapore Alliance,GE 1963,Nee Soon,3.8%,GE,1963
2318,YEO Tiong Boon (Ivan),National Solidarity Party,GE 2011,Marine Parade GRC,43.4%,GE,2011
2319,YEO Toon Chia,People's Action Party,BE 1970,Kampong Kapor,62.4%,BE,1970
2320,YEO Toon Chia,People's Action Party,GE 1972,Kampong Kapor,73.1%,GE,1972
2321,YEO Toon Chia,People's Action Party,GE 1976,Ang Mo Kio,Uncontested,GE,1976
2322,YEO Toon Chia,People's Action Party,GE 1980,Ang Mo Kio,82.0%,GE,1980
2323,YEO Toon Chia,People's Action Party,GE 1984,Ang Mo Kio,72.8%,GE,1984
2324,YEO Toon Chia,People's Action Party,GE 1988,Ang Mo Kio,65.5%,GE,1988
2325,YEO Toon Chia,People's Action Party,GE 1991,Ang Mo Kio GRC,Uncontested,GE,1991
2326,"YEO Yong Boon, George",People's Action Party,GE 1988,Aljunied GRC,56.3%,GE,1988
2327,"YEO Yong Boon, George",People's Action Party,GE 1991,Aljunied GRC,Uncontested,GE,1991
2328,"YEO Yong Boon, George",People's Action Party,GE 1997,Aljunied GRC,67.0%,GE,1997
2329,"YEO Yong Boon, George",People's Action Party,GE 2001,Aljunied GRC,Uncontested,GE,2001
2330,"YEO Yong Boon, George",People's Action Party,GE 2006,Aljunied GRC,56.1%,GE,2006
2331,"YEO Yong Boon, George",People's Action Party,GE 2011,Aljunied GRC,45.3%,GE,2011
2332,YEOH Ghim Seng[22 Jun 1918 - 3 Jun 1993],People's Action Party,BE 1966,Joo Chiat,Uncontested,BE,1966
2333,YEOH Ghim Seng[22 Jun 1918 - 3 Jun 1993],People's Action Party,GE 1968,Joo Chiat,Uncontested,GE,1968
